"ID","abstract"
35964867,"Fibromyalgia syndrome (FMS) is a leading cause of functional limitations and disability for which there is no cure. Positive psychological interventions for improving health have received increasing attention, but evidence of the feasibility, acceptability, and impact of such interventions in adult populations with FMS is limited.To describe the rationale and design of a 5-week, online positive affect skills intervention, LARKSPUR: Lessons in Affect Regulation to Keep Stress and Pain UndeR control.FMS participants (N = 90) will be randomized to one of two conditions: (1) LARKSPUR or (2) emotion reporting/attention control. LARKSPUR is an online multicomponent intervention that targets eight skills to help foster positive affect: (1) noticing positive events, (2) savoring positive events, (3) identifying personal strengths, (4) behavioral activation to set and work toward attainable goals, (5) mindfulness, (6) positive reappraisal, (7) gratitude, and (8) acts of kindness. The primary outcomes include feasibility (i.e., recruitment, retention, adherence) and acceptability (i.e., helpfulness, usability, satisfaction). Secondary outcomes include pain intensity and pain interference.If feasibility and acceptability metrics are met and reductions in pain outcomes are achieved, we will undertake future efficacy and effectiveness trials of LARKSPUR among older adults with FMS.NCT04869345.Published by Elsevier Inc."
30419794,"We conducted a survey of pulmonary arterial hypertension (PAH) patients and healthy controls who use either a smartphone or wearable fitness device that tracks daily step count. We found that PAH patients have markedly reduced activity levels compared to controls, after controlling for confounders."
30348076,"XYY syndrome is a sex chromosome aneuploidy that occurs in ~ 1/850 male births and is associated with increased risk for neurodevelopmental difficulties. However, the profile of neurodevelopmental impairments, including symptoms of autism spectrum disorder (ASD) in XYY remains poorly understood. This gap in knowledge has persisted in part due to lack of access to patient cohorts with dense and homogeneous phenotypic data.We evaluated a single-center cohort of 64 individuals with XYY aged 5-25 years, using a standardized battery of cognitive and behavioral assessments spanning developmental milestones, IQ, adaptive behavior, academic achievement, behavioral problems, and gold-standard diagnostic instruments for ASD. Our goals were to (i) detail the neurodevelopmental profile of XYY with a focus on ASD diagnostic rates and symptom profiles, (ii) screen phenotypes for potential ascertainment bias effects by contrasting pre- vs. postnatally diagnosed XYY subgroups, and (iii) define major modules of phenotypic variation using graph-theoretical analysis.Although there was marked inter-individual variability, the average profile was characterized by some degree of developmental delay, and decreased IQ and adaptive behavior. Impairments were most pronounced for language and socio-communicative functioning. The rate of ASD was 14%, and these individuals exhibited autism symptom profiles resembling those observed in ASD without XYY. Most neurodevelopmental dimensions showed milder impairment among pre- vs. postnatally diagnosed individuals, with clinically meaningful differences in verbal IQ. Feature network analysis revealed three reliably separable modules comprising (i) cognition and academic achievement, (ii) broad domain psychopathology and adaptive behavior, and (iii) ASD-related features.By adding granularity to our understanding of neurodevelopmental difficulties in XYY, these findings assist targeted clinical assessment of newly identified cases, motivate greater provision of specialized multidisciplinary support, and inform future efforts to integrate behavioral phenotypes in XYY with neurobiology.ClinicalTrials.gov NCT00001246 , ""89-M-0006: Brain Imaging of Childhood Onset Psychiatric Disorders, Endocrine Disorders and Healthy Controls."""
28884169,"Traditional in-house, laboratory-based medical imaging studies use hierarchical data structures (e.g., NFS file stores) or databases (e.g., COINS, XNAT) for storage and retrieval. The resulting performance from these approaches is, however, impeded by standard network switches since they can saturate network bandwidth during transfer from storage to processing nodes for even moderate-sized studies. To that end, a cloud-based ""medical image processing-as-a-service"" offers promise in utilizing the ecosystem of Apache Hadoop, which is a flexible framework providing distributed, scalable, fault tolerant storage and parallel computational modules, and HBase, which is a NoSQL database built atop Hadoop's distributed file system. Despite this promise, HBase's load distribution strategy of region split and merge is detrimental to the hierarchical organization of imaging data (e.g., project, subject, session, scan, slice). This paper makes two contributions to address these concerns by describing key cloud engineering principles and technology enhancements we made to the Apache Hadoop ecosystem for medical imaging applications. First, we propose a row-key design for HBase, which is a necessary step that is driven by the hierarchical organization of imaging data. Second, we propose a novel data allocation policy within HBase to strongly enforce collocation of hierarchically related imaging data. The proposed enhancements accelerate data processing by minimizing network usage and localizing processing to machines where the data already exist. Moreover, our approach is amenable to the traditional scan, subject, and project-level analysis procedures, and is compatible with standard command line/scriptable image processing software. Experimental results for an illustrative sample of imaging data reveals that our new HBase policy results in a three-fold time improvement in conversion of classic DICOM to NiFTI file formats when compared with the default HBase region split policy, and nearly a six-fold improvement over a commonly available network file system (NFS) approach even for relatively small file sets. Moreover, file access latency is lower than network attached storage."
32340530,"Background Cardiovascular disease incidence, prevalence, morbidity, and mortality have declined in the past several decades; however, disparities persist among subsets of the population. Notably, blacks have not experienced the same improvements on the whole as whites. Furthermore, frequent reports of relatively poorer health statistics among the black population have led to a broad assumption that black race reliably predicts relatively poorer health outcomes. However, substantial intraethnic and intraracial heterogeneity exists; moreover, individuals with similar risk factors and environmental exposures are often known to experience vastly different cardiovascular health outcomes. Thus, some individuals have good outcomes even in the presence of cardiovascular risk factors, a concept known as resilience. Methods and Results The MECA (Morehouse-Emory Center for Health Equity) Study was designed to investigate the multilevel exposures that contribute to ""resilience"" in the face of risk for poor cardiovascular health among blacks in the greater Atlanta, GA, metropolitan area. We used census tract data to determine ""at-risk"" and ""resilient"" neighborhoods with high or low prevalence of cardiovascular morbidity and mortality, based on cardiovascular death, hospitalization, and emergency department visits for blacks. More than 1400 individuals from these census tracts assented to demographic, health, and psychosocial questionnaires administered through telephone surveys. Afterwards, ≈500 individuals were recruited to enroll in a clinical study, where risk biomarkers, such as oxidative stress, and inflammatory markers, endothelial progenitor cells, metabolomic and microRNA profiles, and subclinical vascular dysfunction were measured. In addition, comprehensive behavioral questionnaires were collected and ideal cardiovascular health metrics were assessed using the American Heart Association's Life Simple 7 measure. Last, 150 individuals with low Life Simple 7 were recruited and randomized to a behavioral mobile health (eHealth) plus health coach or eHealth only intervention and followed up for improvement. Conclusions The MECA Study is investigating socioenvironmental and individual behavioral measures that promote resilience to cardiovascular disease in blacks by assessing biological, functional, and molecular mechanisms. REGISTRATION URL: https://www.clini​caltr​ials.gov. Unique identifier: NCT03308812."
29184167,"Pharmacotherapy to protect the arteries may be appropriate for individuals with high-normal blood pressure who are at risk for future cardiovascular disease (CVD). Nebivolol (NEB) in contrast to atenolol (ATE) may have a beneficial effect on endothelial function and may be more effective than ATE in preventing CVD. Sixty subjects with preHTN or borderline BP and abnormal small artery elasticity (SAE) underwent evaluation with 10 tests, including large and small artery elasticity, resting and treadmill exercise BP, carotid intimal-media thickness, retinal vascular photography, micro-albuminuria, electrocardiography, echocardiography, and plasma B-type natriuretic peptide level. Each test scored as normal (0), borderline (1), or abnormal (2), and the total disease score (DS) was calculated by adding the test scores. Subjects were randomized double-blind to placebo (PLAC, n = 22), NEB 5/10 mg/day (n = 20), or ATE 25/50 mg/day (n = 18) once daily for 9 months. After 9 months, in the group receiving NEB the mean (standard deviation) DS decreased from baseline 4.3 (2.6) to 2.8 (2.4) (P < 0.007), with ATE from 5.4 (2.5) to 3.5 (1.9) (P = 0.0006), and with PLAC from 5.2 (3.0) to 4.5 (2.6) (P = 0.18). SAE increased in the NEB group from 6.0 (2.2) to 8.4 (3.4) ml/mmHg × 100 (P = 0.0001), whereas there was no significant change in the ATE and PLAC groups. Thus, nebivolol improves small artery function more than atenolol in asymptomatic subjects with preHTN or borderline BP, despite their similar BP-lowering effect."
30660965,"Child listeners have particular difficulty with speech perception when competing speech noise is present; this challenge is often attributed to their immature top-down processing abilities. The purpose of this study was to determine if the effects of competing speech noise on speech-sound processing vary with age. Cortical auditory evoked potentials (CAEPs) were measured during an active speech-syllable discrimination task in 58 normal-hearing participants (age 7-25 years). Speech syllables were presented in quiet and embedded in competing speech noise (4-talker babble, +15 dB signal-to-noise ratio; SNR). While noise was expected to similarly reduce amplitude and delay latencies of N1 and P2 peaks in all listeners, it was hypothesized that effects of noise on the P3b peak would be inversely related to age due to the maturation of top-down processing abilities throughout childhood. Consistent with previous work, results showed that a +15 dB SNR reduces amplitudes and delays latencies of CAEPs for listeners of all ages, affecting speech-sound processing, delaying stimulus evaluation, and causing a reduction in behavioral speech-sound discrimination. Contrary to expectations, findings suggest that competing speech noise at a +15 dB SNR may have similar effects on various stages of speech-sound processing for listeners of all ages. Future research directions should examine how more difficult listening conditions (poorer SNRs) might affect results across ages.Copyright © 2019 Elsevier B.V. All rights reserved."
23385647,"Peroxisome proliferator-activated receptor α agonists reduce blood pressure in rodents, but clinical trials provide conflicting data regarding their effects in humans. We tested the hypothesis that the effect of fenofibrate on blood pressure depends on salt sensitivity.Thirty-one hypertensive volunteers (17 salt-resistant, 14 salt-sensitive) completed a randomized, crossover, double-blind protocol with three dietary phases: low salt diet (10 mmol/day) followed by two consecutive high salt diets (200 mmol/day), each for 6 days. During high salt, volunteers were randomized to fenofibrate 160 mg/day or placebo. Hemodynamic and metabolic parameters were measured on the last morning of each treatment arm.Fenofibrate reduced triglycerides similarly in salt-sensitive and salt-resistant volunteers. Fenofibrate did not affect blood pressure in salt-resistant volunteers. In salt-sensitive volunteers, fenofibrate significantly decreased diastolic (P = 0.02 versus placebo) and mean arterial (P = 0.04 versus placebo) blood pressure during high salt. In all volunteers, the decrease in systolic pressure during fenofibrate correlated inversely with the salt sensitivity of mean arterial pressure as a continuous variable. Fenofibrate significantly decreased heart rate, plasma renin activity, and renal vascular resistance during high salt in salt-sensitive volunteers, but not salt-resistant volunteers. Fenofibrate did not affect sodium excretion or weight gain during high salt. The effect of salt intake and fenofibrate on plasma and urine epoxyeicosatrienoic acid concentrations differed in salt-resistant and salt-sensitive volunteers.Fenofibrate reduces blood pressure, heart rate and renal vasoconstriction in salt-sensitive volunteers, but not in salt-resistant volunteers. These findings have implications for the treatment of hyperlipidemia in hypertensive individuals."
34117759,"Sex chromosome aneuploidies, a group of neurogenetic conditions characterized by aberrant sex chromosome dosage (SCD), are associated with increased risks for psychopathology as well as alterations in gray matter structure. However, we still lack a comprehensive understanding of potential SCD-associated changes in white matter structure, or knowledge of how these changes might relate to known alterations in gray matter anatomy. Thus, here, we use voxel-based morphometry on structural neuroimaging data to provide the first comprehensive maps of regional white matter volume (WMV) changes across individuals with varying SCD (n = 306). We show that mounting X- and Y-chromosome dosage are both associated with widespread WMV decreases, including in cortical, subcortical, and cerebellar tracts, as well as WMV increases in the genu of the corpus callosum and posterior thalamic radiation. We also correlate X- and Y-chromosome-linked WMV changes in certain regions to measures of internalizing and externalizing psychopathology. Finally, we demonstrate that SCD-driven WMV changes show a coordinated coupling with SCD-driven gray matter volume changes. These findings represent the most complete maps of X- and Y-chromosome effects on human white matter to date, and show how such changes connect to psychopathological symptoms and gray matter anatomy.Published by Oxford University Press 2021."
30551001,"Although people may want to learn information, concerns about how audiences (persons or entities privy to one's behavior or information) might respond may motivate people to avoid information that audiences could use to threaten resources or harm them.We examined whether powerful audiences prompt health risk information avoidance.We tested in two studies (N = 843 adults 25 and older, 75% White) the influence of different audiences on medical information avoidance. We manipulated the audience and examined the consequences for avoidance of health risk information.Participants avoided personal health risk information significantly more when they believed that a powerful audience (an employer or insurance company) might learn their results from a health risk test than when they believed a non-powerful audience (health researchers) might learn their results. Exploratory mediation analyses revealed that these effects were partially mediated by participant expectations of likelihood of powerful audience harm.Results suggest that people may choose to remain ignorant of potentially important health risks if they believe that powerful audiences can use that information to harm them.Copyright © 2018 Elsevier Ltd. All rights reserved."
33032927,"Amyloid accumulation, the pathological hallmark of Alzheimer's disease, may predispose some older adults to depression and cognitive decline. Deposition of amyloid also occurs prior to the development of cognitive decline. It is unclear whether amyloid influences antidepressant outcomes in cognitively intact depressed elders.A pharmacoimaging trial utilizing florbetapir (18F) PET scanning followed by 2 sequential 8-week antidepressant medication trials.Twenty-seven depressed elders who were cognitively intact on screening.After screening, diagnostic testing, assessment of depression severity and neuropsychological assessment, participants completed florbetapir (18F) PET scanning. They were then randomized to receive escitalopram or placebo for 8 weeks in a double-blinded two-to-one allocation rate. Individuals who did not respond to initial treatment transitioned to a second open-label trial of bupropion for another 8 weeks.Compared with 22 amyloid-negative participants, 5 amyloid-positive participants exhibited significantly less change in depression severity and a lower likelihood of remission. In the initial blinded trial, 4 of 5 amyloid-positive participants were nonremitters (80%), while only 18% (4 of 22) of amyloid-negative participants did not remit (p = 0.017; Fisher's Exact test). In separate models adjusting for key covariates, both positive amyloid status (t = 3.07, 21 df, p = 0.003) and higher cortical amyloid binding by standard uptake value ratio (t = 2.62, 21 df, p = 0.010) were associated with less improvement in depression severity. Similar findings were observed when examining change in depression status across both antidepressant trials.In this preliminary study, amyloid status predicted poor antidepressant response to sequential antidepressant treatment. Alternative treatment approaches may be needed for amyloid-positive depressed elders.Published by Elsevier Inc."
24491412,"To generate recommendations for framing messages to promote HPV vaccination, specifically for African American adolescents and their parents who have not yet made a decision about the vaccine (the ""Undecided"" market segment).Focus groups and interviews were conducted with African American girls ages 11-18 (N=34) and their mothers (N=31), broken into market segments based on daughter's vaccination status and mother's intent to vaccinate.Findings suggested that the HPV vaccine should be presented to ""Undecided"" mothers and adolescents as a routine vaccine (just like other vaccines) that helps prevent cancer. Within the ""Undecided"" segment, we identified two sub-segments based on barriers to HPV vaccination and degree of reluctance. The ""Undecided/Ready If Offered"" segment would easily accept HPV vaccine if given the opportunity, with basic information and a healthcare provider recommendation. The ""Undecided/Skeptical"" segment would need more in-depth information to allay concerns about vaccine safety, mistrust of drug companies, and recommended age. Some mothers and girls had the erroneous perception that girls do not need the vaccine until they become sexually active. African American adolescents and their mothers overwhelmingly thought campaigns should target both girls and boys for HPV vaccination. In addition, campaigns and messages may need to be tailored for pre-teens (ages 9-12) versus teens (ages 13-18) and their parents.Findings pointed to the need to ""normalize"" the perception of HPV vaccine as just another routine vaccine (e.g., part of pre-teen vaccine package). Findings can inform social marketing campaigns targeting Undecided or ethnically diverse families.Copyright © 2014 Elsevier Inc. All rights reserved."
28929131,"Spontaneous eye blink rate (EBR) has been proposed as a noninvasive, inexpensive marker of dopamine functioning. Support for a relation between EBR and dopamine function comes from observations that EBR is altered in populations with dopamine dysfunction and EBR changes under a dopaminergic manipulation. However, the evidence across the literature is inconsistent and incomplete. A direct correlation between EBR and dopamine function has so far been observed only in nonhuman animals. Given significant interest in using EBR as a proxy for dopamine function, this study aimed to verify a direct association in healthy, human adults. Here we measured EBR in healthy human subjects whose dopamine D2 receptor (DRD2) availability was assessed with positron emission tomography (PET)-[18F]fallypride to examine the predictive power of EBR for DRD2 availability. Effects of the dopamine agonist bromocriptine on EBR also were examined to determine the responsiveness of EBR to dopaminergic stimulation and, in light of the hypothesized inverted-U profile of dopamine effects, the role of DRD2 availability in EBR responsivity to bromocriptine. Results from 20 subjects (age 33.6 ± 7.6 years, 9F) showed no relation between EBR and DRD2 availability. EBR also was not responsive to dopaminergic stimulation by bromocriptine, and individual differences in DRD2 availability did not modulate EBR responsivity to bromocriptine. Given that EBR is hypothesized to be particularly sensitive to DRD2 function, these findings suggest caution in using EBR as a proxy for dopamine function in healthy humans."
33773598,"A low amount and extent of Aβ deposition at early stages of Alzheimer's disease (AD) may limit the use of previously developed pathology-proven composite SUVR cutoffs. This study aims to characterize the population with earliest abnormal Aβ accumulation using 18F-florbetaben PET. Quantitative thresholds for the early (SUVRearly) and established (SUVRestab) Aβ deposition were developed, and the topography of early Aβ deposition was assessed. Subsequently, Aβ accumulation over time, progression from mild cognitive impairment (MCI) to AD dementia, and tau deposition were assessed in subjects with early and established Aβ deposition.The study population consisted of 686 subjects (n = 287 (cognitively normal healthy controls), n = 166 (subjects with subjective cognitive decline (SCD)), n = 129 (subjects with MCI), and n = 101 (subjects with AD dementia)). Three categories in the Aβ-deposition continuum were defined based on the developed SUVR cutoffs: Aβ-negative subjects, subjects with early Aβ deposition (""gray zone""), and subjects with established Aβ pathology.SUVR using the whole cerebellum as the reference region and centiloid (CL) cutoffs for early and established amyloid pathology were 1.10 (13.5 CL) and 1.24 (35.7 CL), respectively. Cingulate cortices and precuneus, frontal, and inferior lateral temporal cortices were the regions showing the initial pathological tracer retention. Subjects in the ""gray zone"" or with established Aβ pathology accumulated more amyloid over time than Aβ-negative subjects. After a 4-year clinical follow-up, none of the Aβ-negative or the gray zone subjects progressed to AD dementia while 91% of the MCI subjects with established Aβ pathology progressed. Tau deposition was infrequent in those subjects without established Aβ pathology.This study supports the utility of using two cutoffs for amyloid PET abnormality defining a ""gray zone"": a lower cutoff of 13.5 CL indicating emerging Aβ pathology and a higher cutoff of 35.7 CL where amyloid burden levels correspond to established neuropathology findings. These cutoffs define a subset of subjects characterized by pre-AD dementia levels of amyloid burden that precede other biomarkers such as tau deposition or clinical symptoms and accelerated amyloid accumulation. The determination of different amyloid loads, particularly low amyloid levels, is useful in determining who will eventually progress to dementia. Quantitation of amyloid provides a sensitive measure in these low-load cases and may help to identify a group of subjects most likely to benefit from intervention.Data used in this manuscript belong to clinical trials registered in ClinicalTrials.gov ( NCT00928304 , NCT00750282 , NCT01138111 , NCT02854033 ) and EudraCT (2014-000798-38)."
33619120,"The kidney protective effects of renin-angiotensin system inhibitors are greater in people with higher levels of albuminuria at treatment initiation. Whether this applies to sodium-glucose cotransporter 2 (SGLT2) inhibitors is uncertain, particularly in patients with a very high urine albumin-to-creatinine ratio (UACR; ≥3000 mg/g). We examined the association between baseline UACR and the effects of the SGLT2 inhibitor, canagliflozin, on efficacy and safety outcomes in the Canagliflozin and Renal Endpoints in Diabetes with Established Nephropathy Clinical Evaluation (CREDENCE) randomized controlled trial.The study enrolled 4401 participants with type 2 diabetes, an eGFR of 30 to <90 ml/min per 1.73 m2, and UACR of >300 to 5000 mg/g. Using Cox proportional hazards regression, we examined the relative and absolute effects of canagliflozin on kidney, cardiovascular, and safety outcomes according to a baseline UACR of ≤1000 mg/g (n=2348), >1000 to <3000 mg/g (n=1547), and ≥3000 mg/g (n=506). In addition, we examined the effects of canagliflozin on UACR itself, eGFR slope, and the intermediate outcomes of glycated hemoglobin, body weight, and systolic BP.Overall, higher UACR was associated with higher rates of kidney and cardiovascular events. Canagliflozin reduced efficacy outcomes for all UACR levels, with no evidence that relative benefits varied between levels. For example, canagliflozin reduced the primary composite outcome by 24% (hazard ratio [HR], 0.76; 95% confidence interval [95% CI], 0.56 to 1.04) in the lowest UACR subgroup, 28% (HR, 0.72; 95% CI, 0.56 to 0.93) in the UACR subgroup >1000 to <3000 mg/g, and 37% (HR, 0.63; 95% CI, 0.47 to 0.84) in the highest subgroup (Pheterogeneity=0.55). Absolute risk reductions for kidney outcomes were greater in participants with higher baseline albuminuria; the number of primary composite events prevented across ascending UACR categories were 17 (95% CI, 3 to 38), 45 (95% CI, 9 to 81), and 119 (95% CI, 35 to 202) per 1000 treated participants over 2.6 years (Pheterogeneity=0.02). Rates of kidney-related adverse events were lower with canagliflozin, with a greater relative reduction in higher UACR categories.Canagliflozin safely reduces kidney and cardiovascular events in people with type 2 diabetes and severely increased albuminuria. In this population, the relative kidney benefits were consistent over a range of albuminuria levels, with greatest absolute kidney benefit in those with an UACR ≥3000 mg/g.ClinicalTrials.gov: CREDENCE, NCT02065791.This article contains a podcast at https://www.asn-online.org/media/podcast/CJASN/2021_02_22_CJN15260920_final.mp3.Copyright © 2021 by the American Society of Nephrology."
31185485,"Working memory (WM) is impaired in psychotic disorders and linked to functional outcome. Most neurobiological models emphasize prefrontal cortex (PFC) dysfunction in the etiology of WM impairment. However, WM is composed of multiple processes, including encoding and maintenance, and the delineation of the neurobiology of these sub-processes has not been well characterized in schizophrenia and psychotic bipolar disorder. Functional MRI was obtained during an event-related spatial delayed match-to-sample task from 58 healthy individuals, 72 individuals with schizophrenia and 41 people with bipolar I disorder with psychotic features in order to: 1) characterize neural responses during encoding, maintenance and retrieval stages of WM using complementary region-of-interest and whole brain approaches; 2) determine whether schizophrenia and psychotic bipolar disorder exhibit similar abnormalities in WM-related brain function; and 3) elucidate the associations between WM-related brain function, task performance, and neuropsychological functioning. Both schizophrenia and psychotic bipolar disorder groups showed encoding- and maintenance-related impairments in the posterior parietal cortex (PPC) and frontal eye fields (FEF). BOLD response in the PPC and FEF, during encoding and maintenance respectively, was associated with task performance independent of group. Additionally, encoding-related activation in the PPC correlated with general neuropsychological functioning independent of group. Only encoding-related activation in the right ventral striatum differed between schizophrenia and psychotic bipolar disorder; individuals with schizophrenia showed significantly lower activation than both psychotic bipolar disorder and healthy groups. Our results are consistent with emerging evidence implicating PPC dysfunction in WM impairment and suggest interventions targeting neural activation in PPC may improve WM and neuropsychological functioning across psychotic disorders."
29229209,"Neuropathic pain is a significant medical problem needing more effective treatments with fewer side effects. Overactive glutamatergic transmission via N-methyl-d-aspartate receptors (NMDARs) are known to play a role in central sensitization and neuropathic pain. Although ketamine, a NMDAR channel-blocking antagonist, is often used for neuropathic pain, its side-effect profile and abusive potential has prompted the search for a safer effective oral analgesic. A novel oral prodrug, AV-101 (l-4 chlorokynurenine), which, in the brain, is converted into one of the most potent and selective GlyB site antagonists of the NMDAR, has been demonstrated to be active in animal models of neuropathic pain. The two Phase 1 studies reported herein were designed to assess the safety and pharmacokinetics of AV-101, over a wide dose range, after daily dosing for 14-days. As secondary endpoints, AV-101 was evaluated in the capsaicin-induced pain model.The Phase 1A study was a single-site, randomized, double-blind, placebo-controlled, single oral ascending dose (30-1800mg) study involving 36 normal healthy volunteers. The Phase 1B study was a single-site randomized, double-blind, placebo-controlled, study of multiple ascending doses (360, 1080, and 1440mg/day) of AV-101 involving 50 normal healthy volunteers, to whom AV-101 or placebo were administered orally daily for 14 consecutive days. Subjects underwent PK blood analyses, laboratory assessments, physical examination, 12-lead ECG, ophthalmological examination, and various neurocognitive assessments. The effect of AV-101 was evaluated in the intradermally capsaicin-induced pain model (ClinicalTrials.gov Identifier: NCT01483846).Two Phase 1, with an aggregate of 86 subjects, demonstrated that up to 14 days of oral AV-101, up to 1440mg per day, was safe and very well tolerated with AEs quantitively and qualitatively like those observed with placebo. Mean half-life values of AV-101 were consistent across doses, ranging with an average of 1.73h, with the highest Cmax (64.4μg/mL) and AUC0-t (196μgh/mL) values for AV-101 occurring in the 1440-mg dose group. In the capsaicin induce-pain model, there was no significant change in the area under the pain time curve (AUPC) for the spontaneous pain assessment between the treatment and the placebo groups on Day 1 or 14 (the primary endpoint). In contrast, there were consistent reductions at 60-180min on Day 1 after dosing for allodynia, mechanical hyperalgesia, heat hyperalgesia, and spontaneous pain, and on Day 14 after dosing for heat hyperalgesia.Although, AV-101 did not reach statistical significance in reducing pain, there were consistent reductions, for allodynia pain and mechanical and heat hyperalgesia. Given the excellent safety profile and PK characteristics demonstrated by this study, future clinical trials of AV-101 in neuropathic pain are justified.This article presents the safety and PK of AV-101, a novel oral prodrug producing a potent and selective GlyB site antagonist of the NMDA receptor. These data indicate that AV-101 has excellent safety and PK characteristics providing support for advancing AV-101 into Phase 2 studies in neuropathic pain, and even provides data suggesting that AV-101 may have a role in treating depression.Copyright © 2017 Scandinavian Association for the Study of Pain. Published by Elsevier B.V. All rights reserved."
24431427,"The new DSM-5 diagnostic criteria for autism spectrum disorders (ASDs) include sensory disturbances in addition to the well-established language, communication, and social deficits. One sensory disturbance seen in ASD is an impaired ability to integrate multisensory information into a unified percept. This may arise from an underlying impairment in which individuals with ASD have difficulty perceiving the temporal relationship between cross-modal inputs, an important cue for multisensory integration. Such impairments in multisensory processing may cascade into higher-level deficits, impairing day-to-day functioning on tasks, such as speech perception. To investigate multisensory temporal processing deficits in ASD and their links to speech processing, the current study mapped performance on a number of multisensory temporal tasks (with both simple and complex stimuli) onto the ability of individuals with ASD to perceptually bind audiovisual speech signals. High-functioning children with ASD were compared with a group of typically developing children. Performance on the multisensory temporal tasks varied with stimulus complexity for both groups; less precise temporal processing was observed with increasing stimulus complexity. Notably, individuals with ASD showed a speech-specific deficit in multisensory temporal processing. Most importantly, the strength of perceptual binding of audiovisual speech observed in individuals with ASD was strongly related to their low-level multisensory temporal processing abilities. Collectively, the results represent the first to illustrate links between multisensory temporal function and speech processing in ASD, strongly suggesting that deficits in low-level sensory processing may cascade into higher-order domains, such as language and communication."
25914508,"Abdominal organ segmentation with clinically acquired computed tomography (CT) is drawing increasing interest in the medical imaging community. Gaussian mixture models (GMM) have been extensively used through medical segmentation, most notably in the brain for cerebrospinal fluid/gray matter/white matter differentiation. Because abdominal CT exhibit strong localized intensity characteristics, GMM have recently been incorporated in multi-stage abdominal segmentation algorithms. In the context of variable abdominal anatomy and rich algorithms, it is difficult to assess the marginal contribution of GMM. Herein, we characterize the efficacy of an a posteriori framework that integrates GMM of organ-wise intensity likelihood with spatial priors from multiple target-specific registered labels. In our study, we first manually labeled 100 CT images. Then, we assigned 40 images to use as training data for constructing target-specific spatial priors and intensity likelihoods. The remaining 60 images were evaluated as test targets for segmenting 12 abdominal organs. The overlap between the true and the automatic segmentations was measured by Dice similarity coefficient (DSC). A median improvement of 145% was achieved by integrating the GMM intensity likelihood against the specific spatial prior. The proposed framework opens the opportunities for abdominal organ segmentation by efficiently using both the spatial and appearance information from the atlases, and creates a benchmark for large-scale automatic abdominal segmentation."
28977532,"Few studies have explored how older African American men understand the relationship between health and successful aging. The goal of this study was to examine how older African American men's conceptions and definitions of health and notions of successful aging are interrelated.Using data from 22 semistructured individual interviews with African American men ages 55-76, we examine how cultural and normative ideals about health map onto the core components of Rowe and Kahn's (1997) definition of successful aging. We also explore how these notions influence factors that have implications for health.Consistent with prior research, we found that older African American men operationalized notions of health in ways that mapped onto three elements of successful aging: (a) the absence of disease and disability, (b) the ability to maintain physical and cognitive functioning, and (c) meaningful social engagement in life. A fourth theme, what men actually do, emerged to highlight how regular health practices were key components of how men define health.These findings highlight key elements of how older African American men conceptualize health in ways that are interrelated with yet expand notions of successful aging in ways that are critical for health promotion research and interventions.© The Author 2017. Published by Oxford University Press on behalf of The Gerontological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com."
35129580,"Short sleep duration has been recognized as a risk factor for obesity. Whether extending sleep duration may mitigate this risk remains unknown.To determine the effects of a sleep extension intervention on objectively assessed energy intake, energy expenditure, and body weight in real-life settings among adults with overweight who habitually curtailed their sleep duration.This single-center, randomized clinical trial was conducted from November 1, 2014, to October 30, 2020. Participants were adults aged 21 to 40 years with a body mass index (calculated as weight in kilograms divided by height in meters squared) between 25.0 and 29.9 and had habitual sleep duration of less than 6.5 hours per night. Data were analyzed according to the intention-to-treat principle.After a 2-week habitual sleep period at baseline, participants were randomized to either an individualized sleep hygiene counseling session that was intended to extend their bedtime to 8.5 hours (sleep extension group) or to continue their habitual sleep (control group). All participants were instructed to continue daily routine activities at home without any prescribed diet or physical activity.The primary outcome was change in energy intake from baseline, which was objectively assessed as the sum of total energy expenditure and change in body energy stores. Total energy expenditure was measured by the doubly labeled water method. Change in body energy stores was computed using regression of daily home weights and body composition changes from dual-energy x-ray absorptiometry. Sleep duration was monitored by actigraphy. Changes from baseline were compared between the 2 groups using intention-to-treat analysis.Data from 80 randomized participants (mean [SD] age, 29.8 [5.1] years; 41 men [51.3%]) were analyzed. Sleep duration was increased by approximately 1.2 hours per night (95% CI, 1.0 to 1.4 hours; P < .001) in the sleep extension group vs the control group. The sleep extension group had a significant decrease in energy intake compared with the control group (-270 kcal/d; 95% CI, -393 to -147 kcal/d; P < .001). The change in sleep duration was inversely correlated with the change in energy intake (r = -0.41; 95% CI, -0.59 to -0.20; P < .001). No significant treatment effect in total energy expenditure was found, resulting in weight reduction in the sleep extension group vs the control group.This trial found that sleep extension reduced energy intake and resulted in a negative energy balance in real-life settings among adults with overweight who habitually curtailed their sleep duration. Improving and maintaining healthy sleep duration over longer periods could be part of obesity prevention and weight loss programs.ClinicalTrials.gov Identifier: NCT02253368."
